skill_id,name_zh,desc_zh,reserved_3,item_name_key,skill_desc_key,reserved_6,param_07,param_08,param_09,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,nested_21,nested_22,nested_23,param_24,param_25,param_26
2001,【家具物品】鉴影,显示家具物品的藏品的轮廓,,itemName_100151,skillDesc_2001,,2,1,[101],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2002,【医疗药品】鉴影,显示医疗药品的藏品的轮廓,,itemName_100152,skillDesc_2002,,2,1,[102],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2003,【时尚潮流】鉴影,显示时尚潮流的藏品的轮廓,,itemName_100153,skillDesc_2003,,2,1,[103],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2004,【兵装军火】鉴影,显示兵装军火的藏品的轮廓,,itemName_100154,skillDesc_2004,,2,1,[104],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2005,【珠宝矿藏】鉴影,显示珠宝矿藏的藏品的轮廓,,itemName_100155,skillDesc_2005,,2,1,[105],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2006,【文物古董】鉴影,显示文物古董的藏品的轮廓,,itemName_100156,skillDesc_2006,,2,1,[106],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2007,【数码娱乐】鉴影,显示数码娱乐的藏品的轮廓,,itemName_100157,skillDesc_2007,,2,1,[107],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2008,【能源交通】鉴影,显示能源交通的藏品的轮廓,,itemName_100158,skillDesc_2008,,2,1,[108],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2009,【食饮珍馐】鉴影,显示食饮珍馐的藏品的轮廓,,itemName_100159,skillDesc_2009,,2,1,[109],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
2010,【书画古籍】鉴影,显示书画古籍的藏品的轮廓,,itemName_100160,skillDesc_2010,,2,1,[110],0,[0],0,[0],1,0,[1000],3,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10000,至宝寻踪,显示随机1个最高品质藏品的轮廓,,itemName_100161,skillDesc_10000,,2,6,"[0,0,1,1]",0,[0],0,[0],1,1,[1000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10001,至宝体量,显示随机1个最高品质藏品的格子数量,,itemName_100162,skillDesc_10001,,2,6,"[0,0,1,1]",0,[0],0,[0],1,1,[11000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10002,至宝估价,显示随机1个最高品质藏品的价值,,itemName_100163,skillDesc_10002,,2,6,"[0,0,1,1]",0,[0],0,[0],1,1,[5000],4,"[1100,1600]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10003,至宝抽样,显示随机1个最高品质的藏品,,itemName_100164,skillDesc_10003,,2,6,"[0,0,1,1]",0,[0],0,[0],1,1,[6000],5,"[1100,1600]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10010,巨物标识,显示随机1个格子占用最多藏品的轮廓,,itemName_100165,skillDesc_10010,,2,6,"[0,0,2,1]",0,[0],0,[0],1,1,[1000],2,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10011,巨物鉴定,显示随机1个格子占用最多藏品的品质,,itemName_100166,skillDesc_10011,,2,6,"[0,0,2,1]",0,[0],0,[0],1,1,[7000],2,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10012,巨物估价,显示随机1个格子占用最多藏品的价值,,itemName_100167,skillDesc_10012,,2,6,"[0,0,2,1]",0,[0],0,[0],1,1,[5000],3,"[1100,1600]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10013,巨物抽样,显示随机1个格子占用最多的藏品,,itemName_100168,skillDesc_10013,,2,6,"[0,0,2,1]",0,[0],0,[0],1,1,[6000],3,"[1100,1600]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10014,单格均价,占位1格藏品的平均价值为{0},,itemName_100169,,skillDesc_10014,2,7,[1],0,[0],0,[0],1,0,[8000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10015,两格均价,占位2格藏品的平均价值为{0},,itemName_100170,,skillDesc_10015,2,7,[2],0,[0],0,[0],1,0,[8000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10016,三格均价,占位3格藏品的平均价值为{0},,itemName_100171,,skillDesc_10016,2,7,[3],0,[0],0,[0],1,0,[8000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10017,四格均价,占位4格藏品的平均价值为{0},,itemName_100172,,skillDesc_10017,2,7,[4],0,[0],0,[0],1,0,[8000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10018,六格均价,占位6格藏品的平均价值为{0},,itemName_100173,,skillDesc_10018,2,7,[6],0,[0],0,[0],1,0,[8000],4,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100101,法蒂玛,拍卖开始时，显示1件最高价值的文物古董类藏品的品质和轮廓,,hero_skill_101,skillDesc_100101,,0,6,"[1,106,3,1]",0,[0],0,[0],1,1,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001011,法蒂玛,随机显示 3 件轮廓未知的文玩古董类藏品的轮廓,,hero_skill_101,skillDesc_1001011,,0,1,[106],10,"[2,0,0]",0,[0],1,3,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001012,法蒂玛,随机显示 3 件品质未知的文玩古董类藏品的品质,,hero_skill_101,skillDesc_1001012,,0,1,[106],10,"[0,2,0]",0,[0],1,3,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001013,法蒂玛,随机显示 3 件轮廓未知的文玩古董类藏品的轮廓,,hero_skill_101,skillDesc_1001011,,0,1,[106],10,"[2,0,0]",0,[0],1,3,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001014,法蒂玛,随机显示 3 件品质未知的文玩古董类藏品的品质,,hero_skill_101,skillDesc_1001012,,0,1,[106],10,"[0,2,0]",0,[0],1,3,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100102,陈美,拍卖开始时，显示所有珠宝矿藏藏品的品质和轮廓,,hero_skill_102,skillDesc_100102,,0,1,[105],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001031,艾莎,显示所有蓝色品质道具的轮廓和品质,,hero_skill_103,skillDesc_1001031,,0,2,[4],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001032,艾莎,显示所有绿色品质道具的轮廓和品质,,hero_skill_103,skillDesc_1001032,,0,2,[3],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001033,艾莎,显示所有白色品质道具的轮廓和品质,,hero_skill_103,skillDesc_1001033,,0,2,[2],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001034,艾莎,显示所有白色品质道具的轮廓和品质,,hero_skill_103,skillDesc_1001034,,0,2,[1],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001041,加布里埃拉,随机显示2个信息完全未知藏品的轮廓和品质。,,hero_skill_104,skillDesc_1001041,,0,10,"[2,2,2]",0,[0],0,[0],1,2,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001042,加布里埃拉,随机显示2个信息完全未知藏品的轮廓和品质。,,hero_skill_104,skillDesc_1001041,,0,10,"[2,2,2]",0,[0],0,[0],1,2,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001043,加布里埃拉,随机显示2个信息完全未知藏品的轮廓和品质。,,hero_skill_104,skillDesc_1001041,,0,10,"[2,2,2]",0,[0],0,[0],1,2,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001044,加布里埃拉,随机显示2个信息完全未知藏品的轮廓和品质。,,hero_skill_104,skillDesc_1001041,,0,10,"[2,2,2]",0,[0],0,[0],1,2,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001045,加布里埃拉,随机显示2个信息完全未知藏品的轮廓和品质。,,hero_skill_104,skillDesc_1001041,,0,10,"[2,2,2]",0,[0],0,[0],1,2,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100105,塔蒂安娜,拍卖开始时，显示所有时尚潮流类藏品的品质和轮廓,,hero_skill_105,skillDesc_100105,,0,1,[103],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100106,娜奥米,所有时尚潮流与数码电子类藏品金色和红色品质数量之和是{0},,hero_skill_106,,skillDesc_100106,0,1,"[103,107]",2,"[5,6]",0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001061,娜奥米,显示所有时尚潮流与数码电子类藏品的轮廓,100106,hero_skill_107,skillDesc_1001061,,0,1,"[103,107]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100107,索菲,拍卖开始时，随机显示5件藏品的品质,,hero_skill_107,skillDesc_100107,,0,0,[0],0,[0],0,[0],1,5,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001071,索菲,随机显示2件未知品质藏品的品质,,hero_skill_107,skillDesc_1001071,,0,10,"[0,2,0]",0,[0],0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001072,索菲,随机显示2件未知品质藏品的品质,,hero_skill_107,skillDesc_1001071,,0,10,"[0,2,0]",0,[0],0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001073,索菲,随机显示2件未知品质藏品的品质,,hero_skill_107,skillDesc_1001071,,0,10,"[0,2,0]",0,[0],0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001074,索菲,随机显示2件未知品质藏品的品质,,hero_skill_107,skillDesc_1001071,,0,10,"[0,2,0]",0,[0],0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100108,玛丽亚,本次竞拍白色、绿色、蓝色品质的藏品的总价值为{0},,hero_skill_108,,skillDesc_100108,0,2,"[1,2,3]",0,[0],0,[0],1,0,[10000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10010801,玛丽亚,拍卖开始时，显示白色、绿色品质藏品的总价值和品质,100108,hero_skill_108,skillDesc_10010801,,0,2,"[1,2,3]",0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100109,海琳娜,拍卖开始时，显示所有医疗药品类藏品的品质,,hero_skill_109,skillDesc_100109,,0,1,[102],0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001091,海琳娜,显示2个轮廓未知的医疗类藏品的轮廓,,hero_skill_109,skillDesc_1001091,,0,1,[102],10,"[2,0,0]",0,[0],1,2,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001092,海琳娜,显示2个轮廓未知的医疗类藏品的轮廓,,hero_skill_109,skillDesc_1001091,,0,1,[102],10,"[2,0,0]",0,[0],1,2,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001093,海琳娜,显示2个轮廓未知的医疗类藏品的轮廓,,hero_skill_109,skillDesc_1001091,,0,1,[102],10,"[2,0,0]",0,[0],1,2,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001094,海琳娜,显示2个轮廓未知的医疗类藏品的轮廓,,hero_skill_109,skillDesc_1001091,,0,1,[102],10,"[2,0,0]",0,[0],1,2,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100110,伊莎贝拉,显示本场竞品质最高的1件藏品,,hero_skill_110,skillDesc_100110,,0,6,"[0,0,1,1]",0,[0],0,[0],1,1,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1001101,伊莎贝拉,显示4个珠宝矿藏的轮廓,100110,hero_skill_110,skillDesc_1001101,,0,1,[105],0,[0],0,[0],1,4,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100201,乔治,拍卖开始时，显示所有武器装备类藏品的品质和轮廓,,hero_skill_201,skillDesc_100201,,0,1,[104],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100202,卡洛斯,拍卖开始时，显示所有家居日用与数码电子类藏品的轮廓,,hero_skill_202,skillDesc_100202,,0,1,"[101,107]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002021,卡洛斯,随机显示 2 件品质未知的家居日用或数码电子类藏品的品质。,,hero_skill_202,skillDesc_1002021,,0,1,"[101,107]",10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002022,卡洛斯,随机显示 2 件品质未知的家居日用或数码电子类藏品的品质。,,hero_skill_202,skillDesc_1002021,,0,1,"[101,107]",10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002023,卡洛斯,随机显示 2 件品质未知的家居日用或数码电子类藏品的品质。,,hero_skill_202,skillDesc_1002021,,0,1,"[101,107]",10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002024,卡洛斯,随机显示 2 件品质未知的家居日用或数码电子类藏品的品质。,,hero_skill_202,skillDesc_1002021,,0,1,"[101,107]",10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100203,莱昂纳德,拍卖开始时，显示所有饮食烹饪类藏品品质,,hero_skill_203,skillDesc_100203,,0,1,[109],0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10002031,莱昂纳德,拍卖开始时，显示2个文物古董的品质,100203,hero_skill_203,skillDesc_10002031,,0,1,[106],0,[0],0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100204,艾哈迈德,本次竞拍的总藏品数量为{0}件,,hero_skill_204,,skillDesc_100204,0,0,[0],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002041,艾哈迈德,本次竞拍橙色品质藏品平均格数约为{0}格,,hero_skill_204,,skillDesc_1002041,0,2,[5],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002042,艾哈迈德,本次竞拍紫色品质藏品平均格数约为{0}格,,hero_skill_204,,skillDesc_1002042,0,2,[4],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002043,艾哈迈德,本次竞拍蓝色色品质藏品平均格数约为{0}格,,hero_skill_204,,skillDesc_1002043,0,2,[3],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002044,艾哈迈德,本次竞拍白色和绿色品质藏品数量为{0}件,,hero_skill_204,,skillDesc_1002044,0,2,"[1,2]",0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100205,伊万,拍卖开始时，显示所有武器装备、能源交通类藏品的轮廓,,hero_skill_205,skillDesc_100205,,0,1,"[104,108]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100206,武田宏志,本次竞拍的书画古籍类藏品数量为{0}件,,hero_skill_206,,skillDesc_100206,0,1,[110],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002061,武田宏志,显示书画古籍类藏品的轮廓,100206,hero_skill_206,skillDesc_1002061,,0,1,[110],0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002062,武田宏志,回合开始时，随机显示品质未知2件书画古籍类藏品的品质,,hero_skill_206,skillDesc_1002062,,0,1,[110],10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002063,武田宏志,回合开始时，随机显示品质未知2件书画古籍类藏品的品质,,hero_skill_206,skillDesc_1002062,,0,1,[110],10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002064,武田宏志,回合开始时，随机显示品质未知2件书画古籍类藏品的品质,,hero_skill_206,skillDesc_1002062,,0,1,[110],10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002065,武田宏志,回合开始时，随机显示品质未知2件书画古籍类藏品的品质,,hero_skill_206,skillDesc_1002062,,0,1,[110],10,"[0,2,0]",0,[0],1,2,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100207,吴起灵,看大局：本次竞拍共有文玩古董类藏品{0}件,,hero_skill_207,,skillDesc_100207,0,1,[106],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10002071,吴起灵,辨细节：显示所有文玩古董类藏品的轮廓,,hero_skill_207,skillDesc_10002071,,0,1,[106],0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10002072,吴起灵,试筋骨：显示所有文玩古董类藏品的品质,,hero_skill_207,skillDesc_10002072,,0,1,[106],0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
10002073,吴起灵,定灵犀：随机显示1/3文玩古董类藏品完整信息,,hero_skill_207,skillDesc_10002073,,0,1,[106],0,[0],0,[0],2,3333,[6000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
